RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,EOM_Date,Value
394932,348,"Ogdensburg, NY",Msa,NY,2022-03-31,2022-04-30,1.5
395054,349,"San Angelo, TX",Msa,TX,2022-03-31,2022-04-30,1.6
394857,350,"Michigan City, IN",Msa,IN,2022-03-31,2022-04-30,1.6
753890,351,"Holland, MI",Msa,MI,2022-03-31,2022-04-30,2.0
395218,352,"Wenatchee, WA",Msa,WA,2022-03-31,2022-04-30,2.1
394778,353,"Lawrence, KS",Msa,KS,2022-03-31,2022-04-30,2.0
394524,354,"Decatur, IL",Msa,IL,2022-03-31,2022-04-30,1.8
394867,355,"Missoula, MT",Msa,MT,2022-03-31,2022-04-30,3.0
753915,356,"Salem, OH",Msa,OH,2022-03-31,2022-04-30,1.5
394369,357,"Bay City, MI",Msa,MI,2022-03-31,2022-04-30,2.0
394788,358,"Lewiston, ME",Msa,ME,2022-03-31,2022-04-30,2.8
395039,359,"Roseburg, OR",Msa,OR,2022-03-31,2022-04-30,2.3
395139,360,"Sumter, SC",Msa,SC,2022-03-31,2022-04-30,1.8
394852,361,"Meridian, MS",Msa,MS,2022-03-31,2022-04-30,1.4
395095,361,"Show Low, AZ",Msa,AZ,2022-03-31,2022-04-30,2.8
394396,363,"Bluefield, WV",Msa,WV,2022-03-31,2022-04-30,1.5
394518,364,"Danville, VA",Msa,VA,2022-03-31,2022-04-30,1.7
394794,365,"Lima, OH",Msa,OH,2022-03-31,2022-04-30,2.3
394495,366,"Cookeville, TN",Msa,TN,2022-03-31,2022-04-30,2.2
753872,367,"California-Lexington Park, MD",Msa,MD,2022-03-31,2022-04-30,1.7
394620,368,"Gadsden, AL",Msa,AL,2022-03-31,2022-04-30,2.9
394513,369,"Cumberland, MD",Msa,MD,2022-03-31,2022-04-30,2.0
394804,370,"Longview, WA",Msa,WA,2022-03-31,2022-04-30,2.2
395222,371,"Whitewater, WI",Msa,WI,2022-03-31,2022-04-30,2.3
394599,372,"Fond du Lac, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394709,373,"Ithaca, NY",Msa,NY,2022-03-31,2022-04-30,1.6
394340,374,"Ashtabula, OH",Msa,OH,2022-03-31,2022-04-30,1.8
394630,375,"Gettysburg, PA",Msa,PA,2022-03-31,2022-04-30,1.2
394980,376,"Pine Bluff, AR",Msa,AR,2022-03-31,2022-04-30,1.5
395168,377,"Tullahoma, TN",Msa,TN,2022-03-31,2022-04-30,2.4
395023,378,"Richmond, KY",Msa,KY,2022-03-31,2022-04-30,1.9
394302,379,"Adrian, MI",Msa,MI,2022-03-31,2022-04-30,2.1
395173,380,"Twin Falls, ID",Msa,ID,2022-03-31,2022-04-30,2.6
394501,381,"Corning, NY",Msa,NY,2022-03-31,2022-04-30,1.7
395080,382,"Sebring, FL",Msa,FL,2022-03-31,2022-04-30,2.4
395166,383,"Truckee, CA",Msa,CA,2022-03-31,2022-04-30,1.8
394953,384,"Paducah, KY",Msa,KY,2022-03-31,2022-04-30,1.6
394637,385,"Grand Forks, ND",Msa,ND,2022-03-31,2022-04-30,1.6
395090,386,"Shelby, NC",Msa,NC,2022-03-31,2022-04-30,1.8
394580,387,"Fairbanks, AK",Msa,AK,2022-03-31,2022-04-30,1.4
394928,388,"Ocean City, NJ",Msa,NJ,2022-03-31,2022-04-30,2.2
394823,389,"Mankato, MN",Msa,MN,2022-03-31,2022-04-30,1.8
395038,390,"Rome, GA",Msa,GA,2022-03-31,2022-04-30,2.1
394441,391,"Cape Girardeau, MO",Msa,MO,2022-03-31,2022-04-30,1.8
394689,392,"Hot Springs, AR",Msa,AR,2022-03-31,2022-04-30,2.3
394655,393,"Greenwood, SC",Msa,SC,2022-03-31,2022-04-30,1.6
395140,394,"Sunbury, PA",Msa,PA,2022-03-31,2022-04-30,1.3
394469,395,"Clarksburg, WV",Msa,WV,2022-03-31,2022-04-30,1.5
395190,396,"Victoria, TX",Msa,TX,2022-03-31,2022-04-30,3.3
395145,397,"Talladega, AL",Msa,AL,2022-03-31,2022-04-30,1.6
394542,398,"Dubuque, IA",Msa,IA,2022-03-31,2022-04-30,1.4
395153,399,"The Villages, FL",Msa,FL,2022-03-31,2022-04-30,2.4
394311,400,"Albertville, AL",Msa,AL,2022-03-31,2022-04-30,2.0
394821,401,"Manhattan, KS",Msa,KS,2022-03-31,2022-04-30,1.4
394964,402,"Parkersburg, WV",Msa,WV,2022-03-31,2022-04-30,1.2
394911,403,"New Philadelphia, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394942,404,"Orangeburg, SC",Msa,SC,2022-03-31,2022-04-30,1.6
394462,405,"Cheyenne, WY",Msa,WY,2022-03-31,2022-04-30,1.7
394907,406,"New Castle, PA",Msa,PA,2022-03-31,2022-04-30,2.4
394410,407,"Brainerd, MN",Msa,MN,2022-03-31,2022-04-30,1.7
394733,408,"Kalispell, MT",Msa,MT,2022-03-31,2022-04-30,4.2
395086,409,"Sevierville, TN",Msa,TN,2022-03-31,2022-04-30,2.8
394325,410,"Ames, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394407,411,"Bozeman, MT",Msa,MT,2022-03-31,2022-04-30,2.3
394882,412,"Moses Lake, WA",Msa,WA,2022-03-31,2022-04-30,2.3
394704,413,"Indiana, PA",Msa,PA,2022-03-31,2022-04-30,1.5
394568,414,"Elmira, NY",Msa,NY,2022-03-31,2022-04-30,1.8
394847,415,"Meadville, PA",Msa,PA,2022-03-31,2022-04-30,1.7
394373,416,"Beaver Dam, WI",Msa,WI,2022-03-31,2022-04-30,2.1
753912,417,"Pinehurst-Southern Pines, NC",Msa,NC,2022-03-31,2022-04-30,2.8
395175,418,"Ukiah, CA",Msa,CA,2022-03-31,2022-04-30,1.7
753887,419,"Hermiston-Pendleton, OR",Msa,OR,2022-03-31,2022-04-30,1.7
394809,420,"Lufkin, TX",Msa,TX,2022-03-31,2022-04-30,1.7
395248,421,"Zanesville, OH",Msa,OH,2022-03-31,2022-04-30,2.2
394505,422,"Corvallis, OR",Msa,OR,2022-03-31,2022-04-30,2.0
394395,423,"Bloomsburg, PA",Msa,PA,2022-03-31,2022-04-30,1.1
394776,424,"Laurel, MS",Msa,MS,2022-03-31,2022-04-30,1.5
395042,425,"Russellville, AR",Msa,AR,2022-03-31,2022-04-30,2.0
394411,426,"Branson, MO",Msa,MO,2022-03-31,2022-04-30,2.7
395212,427,"Watertown, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394859,428,"Midland, MI",Msa,MI,2022-03-31,2022-04-30,1.9
394941,429,"Opelousas, LA",Msa,LA,2022-03-31,2022-04-30,1.5
394988,430,"Pocatello, ID",Msa,ID,2022-03-31,2022-04-30,2.7
394755,431,"Kokomo, IN",Msa,IN,2022-03-31,2022-04-30,1.9
394641,432,"Grants Pass, OR",Msa,OR,2022-03-31,2022-04-30,1.9
394699,433,"Huntsville, TX",Msa,TX,2022-03-31,2022-04-30,1.8
394986,434,"Plattsburgh, NY",Msa,NY,2022-03-31,2022-04-30,1.6
394638,435,"Grand Island, NE",Msa,NE,2022-03-31,2022-04-30,1.7
394541,436,"DuBois, PA",Msa,PA,2022-03-31,2022-04-30,1.5
394516,437,"Danville, IL",Msa,IL,2022-03-31,2022-04-30,1.5
394822,438,"Manitowoc, WI",Msa,WI,2022-03-31,2022-04-30,2.2
394644,439,"Great Falls, MT",Msa,MT,2022-03-31,2022-04-30,2.4
395231,440,"Wilson, NC",Msa,NC,2022-03-31,2022-04-30,1.7
394511,441,"Cullman, AL",Msa,AL,2022-03-31,2022-04-30,1.7
394936,442,"Olean, NY",Msa,NY,2022-03-31,2022-04-30,2.1
394350,443,"Auburn, NY",Msa,NY,2022-03-31,2022-04-30,1.8
394999,444,"Portsmouth, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394345,445,"Athens, TX",Msa,TX,2022-03-31,2022-04-30,4.1
394925,446,"Oak Harbor, WA",Msa,WA,2022-03-31,2022-04-30,2.6
394465,447,"Chillicothe, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394682,448,"Hinesville, GA",Msa,GA,2022-03-31,2022-04-30,1.7
395106,449,"Somerset, PA",Msa,PA,2022-03-31,2022-04-30,1.5
395205,450,"Warsaw, IN",Msa,IN,2022-03-31,2022-04-30,2.0
395133,451,"Stillwater, OK",Msa,OK,2022-03-31,2022-04-30,1.6
395010,452,"Quincy, IL",Msa,IL,2022-03-31,2022-04-30,1.6
394738,453,"Keene, NH",Msa,NH,2022-03-31,2022-04-30,2.2
395062,454,"Sandusky, OH",Msa,OH,2022-03-31,2022-04-30,2.5
395077,455,"Searcy, AR",Msa,AR,2022-03-31,2022-04-30,1.7
394489,456,"Columbus, IN",Msa,IN,2022-03-31,2022-04-30,1.8
395027,457,"Roanoke Rapids, NC",Msa,NC,2022-03-31,2022-04-30,1.6
394452,458,"Centralia, WA",Msa,WA,2022-03-31,2022-04-30,2.7
394445,459,"Casper, WY",Msa,WY,2022-03-31,2022-04-30,1.6
394675,460,"Helena, MT",Msa,MT,2022-03-31,2022-04-30,2.5
394593,461,"Findlay, OH",Msa,OH,2022-03-31,2022-04-30,1.8
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,2022-03-31,2022-04-30,1.8
394955,463,"Palatka, FL",Msa,FL,2022-03-31,2022-04-30,2.2
395085,464,"Seneca, SC",Msa,SC,2022-03-31,2022-04-30,2.3
394884,465,"Mount Airy, NC",Msa,NC,2022-03-31,2022-04-30,1.7
753881,466,"Glenwood Springs, CO",Msa,CO,2022-03-31,2022-04-30,2.2
394744,467,"Key West, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394298,468,"Aberdeen, WA",Msa,WA,2022-03-31,2022-04-30,2.5
394626,469,"Gallup, NM",Msa,NM,2022-03-31,2022-04-30,1.6
394994,470,"Port Angeles, WA",Msa,WA,2022-03-31,2022-04-30,2.6
753883,471,"Greenfield Town, MA",Msa,MA,2022-03-31,2022-04-30,2.0
394897,473,"Muskogee, OK",Msa,OK,2022-03-31,2022-04-30,1.6
394614,474,"Frankfort, KY",Msa,KY,2022-03-31,2022-04-30,1.7
394950,475,"Owosso, MI",Msa,MI,2022-03-31,2022-04-30,3.0
394885,476,"Mount Pleasant, MI",Msa,MI,2022-03-31,2022-04-30,1.6
395126,477,"Statesboro, GA",Msa,GA,2022-03-31,2022-04-30,1.9
394826,478,"Marion, IN",Msa,IN,2022-03-31,2022-04-30,1.6
395132,479,"Stevens Point, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394866,480,"Minot, ND",Msa,ND,2022-03-31,2022-04-30,1.6
395088,481,"Shawnee, OK",Msa,OK,2022-03-31,2022-04-30,1.2
394922,482,"North Wilkesboro, NC",Msa,NC,2022-03-31,2022-04-30,1.9
395021,483,"Richmond, IN",Msa,IN,2022-03-31,2022-04-30,1.6
394647,484,"Greeneville, TN",Msa,TN,2022-03-31,2022-04-30,0.9
394836,485,"Martinsville, VA",Msa,VA,2022-03-31,2022-04-30,1.6
394600,486,"Forest City, NC",Msa,NC,2022-03-31,2022-04-30,1.8
394764,487,"Lake City, FL",Msa,FL,2022-03-31,2022-04-30,1.7
394736,488,"Kapaa, HI",Msa,HI,2022-03-31,2022-04-30,3.1
394829,489,"Marquette, MI",Msa,MI,2022-03-31,2022-04-30,1.6
394762,490,"LaGrange, GA",Msa,GA,2022-03-31,2022-04-30,2.8
394827,491,"Marion, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394877,492,"Morehead City, NC",Msa,NC,2022-03-31,2022-04-30,2.6
394752,493,"Klamath Falls, OR",Msa,OR,2022-03-31,2022-04-30,2.2
394825,494,"Marinette, WI",Msa,WI,2022-03-31,2022-04-30,1.7
395040,495,"Roswell, NM",Msa,NM,2022-03-31,2022-04-30,1.6
394832,496,"Marshall, TX",Msa,TX,2022-03-31,2022-04-30,1.5
394587,497,"Farmington, MO",Msa,MO,2022-03-31,2022-04-30,1.9
394456,498,"Charleston, IL",Msa,IL,2022-03-31,2022-04-30,1.7
394343,499,"Athens, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394683,500,"Hobbs, NM",Msa,NM,2022-03-31,2022-04-30,1.7
394472,501,"Clearlake, CA",Msa,CA,2022-03-31,2022-04-30,1.6
394899,502,"Nacogdoches, TX",Msa,TX,2022-03-31,2022-04-30,1.5
394701,503,"Hutchinson, KS",Msa,KS,2022-03-31,2022-04-30,1.6
394586,504,"Faribault, MN",Msa,MN,2022-03-31,2022-04-30,1.9
394562,505,"Elizabeth City, NC",Msa,NC,2022-03-31,2022-04-30,1.5
753891,506,"Ionia, MI",Msa,MI,2022-03-31,2022-04-30,2.1
394305,507,"Alamogordo, NM",Msa,NM,2022-03-31,2022-04-30,1.8
395016,508,"Red Bluff, CA",Msa,CA,2022-03-31,2022-04-30,1.8
394693,509,"Hudson, NY",Msa,NY,2022-03-31,2022-04-30,2.8
395105,510,"Somerset, KY",Msa,KY,2022-03-31,2022-04-30,1.8
394496,511,"Coos Bay, OR",Msa,OR,2022-03-31,2022-04-30,2.5
395199,512,"Walla Walla, WA",Msa,WA,2022-03-31,2022-04-30,2.0
395071,513,"Sayre, PA",Msa,PA,2022-03-31,2022-04-30,1.8
394939,514,"Oneonta, NY",Msa,NY,2022-03-31,2022-04-30,1.6
394605,515,"Fort Madison, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394360,516,"Baraboo, WI",Msa,WI,2022-03-31,2022-04-30,1.3
753903,517,"Marietta, OH",Msa,OH,2022-03-31,2022-04-30,1.6
395049,518,"Salina, KS",Msa,KS,2022-03-31,2022-04-30,1.6
395044,519,"Rutland, VT",Msa,VT,2022-03-31,2022-04-30,1.6
753866,520,"Big Stone Gap, VA",Msa,VA,2022-03-31,2022-04-30,1.6
395136,521,"Sturgis, MI",Msa,MI,2022-03-31,2022-04-30,0.9
395024,522,"Rio Grande City, TX",Msa,TX,2022-03-31,2022-04-30,1.4
394618,523,"Fremont, OH",Msa,OH,2022-03-31,2022-04-30,1.5
394889,524,"Mount Vernon, OH",Msa,OH,2022-03-31,2022-04-30,1.9
394787,525,"Lewiston, ID",Msa,ID,2022-03-31,2022-04-30,1.5
395092,526,"Shelton, WA",Msa,WA,2022-03-31,2022-04-30,3.0
394309,527,"Albemarle, NC",Msa,NC,2022-03-31,2022-04-30,1.7
394570,528,"Enid, OK",Msa,OK,2022-03-31,2022-04-30,1.5
753893,529,"Jefferson, GA",Msa,GA,2022-03-31,2022-04-30,2.9
394629,530,"Georgetown, SC",Msa,SC,2022-03-31,2022-04-30,2.5
394759,531,"Laconia, NH",Msa,NH,2022-03-31,2022-04-30,2.8
394365,532,"Batavia, NY",Msa,NY,2022-03-31,2022-04-30,1.1
753910,533,"Oxford, NC",Msa,NC,2022-03-31,2022-04-30,1.6
394490,534,"Columbus, MS",Msa,MS,2022-03-31,2022-04-30,1.6
394923,535,"Norwalk, OH",Msa,OH,2022-03-31,2022-04-30,1.6
394362,536,"Barre, VT",Msa,VT,2022-03-31,2022-04-30,2.5
394750,537,"Kinston, NC",Msa,NC,2022-03-31,2022-04-30,1.6
395131,538,"Sterling, IL",Msa,IL,2022-03-31,2022-04-30,1.4
394956,539,"Palestine, TX",Msa,TX,2022-03-31,2022-04-30,1.6
394540,540,"Dublin, GA",Msa,GA,2022-03-31,2022-04-30,1.7
395189,541,"Vicksburg, MS",Msa,MS,2022-03-31,2022-04-30,1.3
394989,542,"Point Pleasant, WV",Msa,WV,2022-03-31,2022-04-30,1.6
395063,543,"Sanford, NC",Msa,NC,2022-03-31,2022-04-30,1.8
394591,544,"Fergus Falls, MN",Msa,MN,2022-03-31,2022-04-30,1.7
395157,545,"Tiffin, OH",Msa,OH,2022-03-31,2022-04-30,2.1
394582,546,"Fairmont, WV",Msa,WV,2022-03-31,2022-04-30,1.4
394509,547,"Crossville, TN",Msa,TN,2022-03-31,2022-04-30,2.7
394977,548,"Picayune, MS",Msa,MS,2022-03-31,2022-04-30,1.5
394634,549,"Gloversville, NY",Msa,NY,2022-03-31,2022-04-30,2.5
753920,550,"Sonora, CA",Msa,CA,2022-03-31,2022-04-30,2.1
394621,551,"Gaffney, SC",Msa,SC,2022-03-31,2022-04-30,1.8
394444,552,"Carson City, NV",Msa,NV,2022-03-31,2022-04-30,2.1
394432,553,"Calhoun, GA",Msa,GA,2022-03-31,2022-04-30,1.9
394861,554,"Milledgeville, GA",Msa,GA,2022-03-31,2022-04-30,1.6
395216,555,"Waycross, GA",Msa,GA,2022-03-31,2022-04-30,1.7
394933,556,"Oil City, PA",Msa,PA,2022-03-31,2022-04-30,1.9
394721,557,"Jasper, IN",Msa,IN,2022-03-31,2022-04-30,1.7
394878,558,"Morgan City, LA",Msa,LA,2022-03-31,2022-04-30,1.4
394551,559,"Eagle Pass, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394940,560,"Ontario, OR",Msa,OR,2022-03-31,2022-04-30,1.9
394443,561,"Carlsbad, NM",Msa,NM,2022-03-31,2022-04-30,
394967,562,"Payson, AZ",Msa,AZ,2022-03-31,2022-04-30,2.3
394844,563,"McComb, MS",Msa,MS,2022-03-31,2022-04-30,1.5
395029,564,"Rochelle, IL",Msa,IL,2022-03-31,2022-04-30,1.5
395073,565,"Scottsboro, AL",Msa,AL,2022-03-31,2022-04-30,1.8
394517,566,"Danville, KY",Msa,KY,2022-03-31,2022-04-30,1.7
394339,567,"Ashland, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394903,568,"Natchez, MS",Msa,MS,2022-03-31,2022-04-30,1.2
394652,569,"Greenville, OH",Msa,OH,2022-03-31,2022-04-30,1.4
394625,570,"Galesburg, IL",Msa,IL,2022-03-31,2022-04-30,1.6
395204,571,"Warrensburg, MO",Msa,MO,2022-03-31,2022-04-30,1.8
394737,572,"Kearney, NE",Msa,NE,2022-03-31,2022-04-30,1.8
394608,573,"Fort Polk South, LA",Msa,LA,2022-03-31,2022-04-30,1.4
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-03-31,2022-04-30,1.5
394632,575,"Glasgow, KY",Msa,KY,2022-03-31,2022-04-30,1.8
394344,576,"Athens, TN",Msa,TN,2022-03-31,2022-04-30,1.5
394556,577,"Edwards, CO",Msa,CO,2022-03-31,2022-04-30,1.4
394592,578,"Fernley, NV",Msa,NV,2022-03-31,2022-04-30,2.2
394838,579,"Mason City, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394819,580,"Malone, NY",Msa,NY,2022-03-31,2022-04-30,1.6
395234,581,"Winona, MN",Msa,MN,2022-03-31,2022-04-30,1.6
394547,582,"Durango, CO",Msa,CO,2022-03-31,2022-04-30,2.6
394985,583,"Platteville, WI",Msa,WI,2022-03-31,2022-04-30,1.7
394650,584,"Greenville, MS",Msa,MS,2022-03-31,2022-04-30,
394402,585,"Boone, NC",Msa,NC,2022-03-31,2022-04-30,3.5
394363,586,"Bartlesville, OK",Msa,OK,2022-03-31,2022-04-30,1.8
394717,587,"Jacksonville, TX",Msa,TX,2022-03-31,2022-04-30,1.6
394566,588,"Elko, NV",Msa,NV,2022-03-31,2022-04-30,1.3
395020,589,"Rexburg, ID",Msa,ID,2022-03-31,2022-04-30,2.2
395122,590,"St. Marys, GA",Msa,GA,2022-03-31,2022-04-30,1.9
753911,591,"Ozark, AL",Msa,AL,2022-03-31,2022-04-30,1.5
394326,592,"Amsterdam, NY",Msa,NY,2022-03-31,2022-04-30,1.6
394571,593,"Enterprise, AL",Msa,AL,2022-03-31,2022-04-30,1.5
394963,594,"Paris, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394742,595,"Kerrville, TX",Msa,TX,2022-03-31,2022-04-30,1.4
394906,596,"New Castle, IN",Msa,IN,2022-03-31,2022-04-30,1.7
395097,597,"Sidney, OH",Msa,OH,2022-03-31,2022-04-30,1.6
394504,598,"Cortland, NY",Msa,NY,2022-03-31,2022-04-30,1.5
394477,599,"Clinton, IA",Msa,IA,2022-03-31,2022-04-30,1.7
394527,600,"Del Rio, TX",Msa,TX,2022-03-31,2022-04-30,1.6
394478,601,"Clovis, NM",Msa,NM,2022-03-31,2022-04-30,1.6
394919,602,"Norfolk, NE",Msa,NE,2022-03-31,2022-04-30,1.6
395208,603,"Washington, NC",Msa,NC,2022-03-31,2022-04-30,1.6
394503,604,"Corsicana, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394616,605,"Freeport, IL",Msa,IL,2022-03-31,2022-04-30,1.6
395124,606,"Starkville, MS",Msa,MS,2022-03-31,2022-04-30,1.8
394427,607,"Burlington, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394431,608,"Cadillac, MI",Msa,MI,2022-03-31,2022-04-30,1.9
394336,609,"Ardmore, OK",Msa,OK,2022-03-31,2022-04-30,2.9
394739,610,"Kendallville, IN",Msa,IN,2022-03-31,2022-04-30,1.8
394918,611,"Nogales, AZ",Msa,AZ,2022-03-31,2022-04-30,1.7
394951,612,"Oxford, MS",Msa,MS,2022-03-31,2022-04-30,1.4
394398,613,"Bogalusa, LA",Msa,LA,2022-03-31,2022-04-30,1.5
394987,614,"Plymouth, IN",Msa,IN,2022-03-31,2022-04-30,1.7
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-03-31,2022-04-30,2.9
395144,616,"Tahlequah, OK",Msa,OK,2022-03-31,2022-04-30,1.9
394817,617,"Madisonville, KY",Msa,KY,2022-03-31,2022-04-30,1.7
394437,618,"Cañon City, CO",Msa,CO,2022-03-31,2022-04-30,1.5
395043,619,"Ruston, LA",Msa,LA,2022-03-31,2022-04-30,1.6
753889,620,"Hillsdale, MI",Msa,MI,2022-03-31,2022-04-30,1.9
394789,621,"Lewistown, PA",Msa,PA,2022-03-31,2022-04-30,1.6
395034,622,"Rockingham, NC",Msa,NC,2022-03-31,2022-04-30,1.5
394990,623,"Ponca City, OK",Msa,OK,2022-03-31,2022-04-30,2.8
394397,624,"Blytheville, AR",Msa,AR,2022-03-31,2022-04-30,1.6
395017,625,"Red Wing, MN",Msa,MN,2022-03-31,2022-04-30,1.8
753918,626,"Shawano, WI",Msa,WI,2022-03-31,2022-04-30,1.7
394446,627,"Cedar City, UT",Msa,UT,2022-03-31,2022-04-30,1.7
394375,628,"Bedford, IN",Msa,IN,2022-03-31,2022-04-30,1.8
394631,629,"Gillette, WY",Msa,WY,2022-03-31,2022-04-30,1.4
753905,630,"Newport, OR",Msa,OR,2022-03-31,2022-04-30,2.5
395201,631,"Wapakoneta, OH",Msa,OH,2022-03-31,2022-04-30,1.6
394695,632,"Huntingdon, PA",Msa,PA,2022-03-31,2022-04-30,1.5
394377,633,"Bellefontaine, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394842,634,"McAlester, OK",Msa,OK,2022-03-31,2022-04-30,1.6
394391,635,"Blackfoot, ID",Msa,ID,2022-03-31,2022-04-30,1.8
394883,636,"Moultrie, GA",Msa,GA,2022-03-31,2022-04-30,1.5
394677,637,"Henderson, NC",Msa,NC,2022-03-31,2022-04-30,2.5
394482,638,"Coldwater, MI",Msa,MI,2022-03-31,2022-04-30,1.8
394667,639,"Harrison, AR",Msa,AR,2022-03-31,2022-04-30,1.8
395037,640,"Rolla, MO",Msa,MO,2022-03-31,2022-04-30,1.7
395091,641,"Shelbyville, TN",Msa,TN,2022-03-31,2022-04-30,2.6
394545,643,"Duncan, OK",Msa,OK,2022-03-31,2022-04-30,1.6
753904,644,"Marion, NC",Msa,NC,2022-03-31,2022-04-30,2.0
394785,645,"Lewisburg, PA",Msa,PA,2022-03-31,2022-04-30,1.6
395008,646,"Pullman, WA",Msa,WA,2022-03-31,2022-04-30,1.6
395155,647,"Thomasville, GA",Msa,GA,2022-03-31,2022-04-30,1.6
394379,648,"Bemidji, MN",Msa,MN,2022-03-31,2022-04-30,1.7
394887,649,"Mount Sterling, KY",Msa,KY,2022-03-31,2022-04-30,1.7
394947,650,"Ottumwa, IA",Msa,IA,2022-03-31,2022-04-30,1.4
394954,651,"Pahrump, NV",Msa,NV,2022-03-31,2022-04-30,2.2
394850,652,"Menomonie, WI",Msa,WI,2022-03-31,2022-04-30,1.7
395083,653,"Selma, AL",Msa,AL,2022-03-31,2022-04-30,1.6
395032,654,"Rock Springs, WY",Msa,WY,2022-03-31,2022-04-30,1.6
394424,655,"Bucyrus, OH",Msa,OH,2022-03-31,2022-04-30,1.3
394409,656,"Bradford, PA",Msa,PA,2022-03-31,2022-04-30,1.8
753865,657,"Bardstown, KY",Msa,KY,2022-03-31,2022-04-30,2.1
394500,658,"Cornelia, GA",Msa,GA,2022-03-31,2022-04-30,1.8
394426,659,"Burley, ID",Msa,ID,2022-03-31,2022-04-30,2.3
394654,660,"Greenwood, MS",Msa,MS,2022-03-31,2022-04-30,2.5
394384,661,"Big Rapids, MI",Msa,MI,2022-03-31,2022-04-30,1.8
394993,662,"Poplar Bluff, MO",Msa,MO,2022-03-31,2022-04-30,1.7
394895,663,"Muscatine, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394319,664,"Alma, MI",Msa,MI,2022-03-31,2022-04-30,1.8
394548,665,"Durant, OK",Msa,OK,2022-03-31,2022-04-30,1.7
395087,666,"Seymour, IN",Msa,IN,2022-03-31,2022-04-30,1.7
394538,667,"Douglas, GA",Msa,GA,2022-03-31,2022-04-30,1.5
395228,668,"Willmar, MN",Msa,MN,2022-03-31,2022-04-30,1.6
394349,669,"Auburn, IN",Msa,IN,2022-03-31,2022-04-30,2.1
395081,670,"Sedalia, MO",Msa,MO,2022-03-31,2022-04-30,2.0
394961,671,"Paragould, AR",Msa,AR,2022-03-31,2022-04-30,1.5
395230,672,"Wilmington, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394779,673,"Lawrenceburg, TN",Msa,TN,2022-03-31,2022-04-30,2.2
395203,674,"Warren, PA",Msa,PA,2022-03-31,2022-04-30,1.6
394560,675,"El Dorado, AR",Msa,AR,2022-03-31,2022-04-30,1.5
394891,677,"Mountain Home, AR",Msa,AR,2022-03-31,2022-04-30,1.8
394448,678,"Cedartown, GA",Msa,GA,2022-03-31,2022-04-30,2.0
753913,679,"Port Clinton, OH",Msa,OH,2022-03-31,2022-04-30,1.6
394558,680,"El Campo, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394876,681,"Montrose, CO",Msa,CO,2022-03-31,2022-04-30,1.7
394567,682,"Ellensburg, WA",Msa,WA,2022-03-31,2022-04-30,2.3
394715,683,"Jacksonville, IL",Msa,IL,2022-03-31,2022-04-30,1.6
753916,684,"Sandpoint, ID",Msa,ID,2022-03-31,2022-04-30,2.0
394316,685,"Alice, TX",Msa,TX,2022-03-31,2022-04-30,1.4
394449,686,"Celina, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394627,687,"Garden City, KS",Msa,KS,2022-03-31,2022-04-30,1.7
394833,688,"Marshalltown, IA",Msa,IA,2022-03-31,2022-04-30,1.4
394297,689,"Aberdeen, SD",Msa,SD,2022-03-31,2022-04-30,1.5
395219,690,"West Plains, MO",Msa,MO,2022-03-31,2022-04-30,1.6
753877,691,"Cullowhee, NC",Msa,NC,2022-03-31,2022-04-30,2.3
394574,692,"Espa±ola, NM",Msa,NM,2022-03-31,2022-04-30,1.7
395026,693,"Riverton, WY",Msa,WY,2022-03-31,2022-04-30,1.6
395158,694,"Tifton, GA",Msa,GA,2022-03-31,2022-04-30,1.6
395178,695,"Urbana, OH",Msa,OH,2022-03-31,2022-04-30,1.7
394434,696,"Cambridge, OH",Msa,OH,2022-03-31,2022-04-30,1.8
394934,697,"Okeechobee, FL",Msa,FL,2022-03-31,2022-04-30,1.5
394845,698,"McMinnville, TN",Msa,TN,2022-03-31,2022-04-30,2.1
395082,699,"Selinsgrove, PA",Msa,PA,2022-03-31,2022-04-30,1.7
