RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-04-30,2022-06-30,2023-03-31
394647,484,"Greeneville, TN",Msa,TN,2022-03-31,0.9,2.8,14.3
394836,485,"Martinsville, VA",Msa,VA,2022-03-31,1.6,4.5,8.1
394600,486,"Forest City, NC",Msa,NC,2022-03-31,1.8,5.0,11.8
394764,487,"Lake City, FL",Msa,FL,2022-03-31,1.7,4.7,12.3
394736,488,"Kapaa, HI",Msa,HI,2022-03-31,3.1,7.9,16.2
394829,489,"Marquette, MI",Msa,MI,2022-03-31,1.6,4.6,10.1
394762,490,"LaGrange, GA",Msa,GA,2022-03-31,2.8,8.7,14.2
394827,491,"Marion, OH",Msa,OH,2022-03-31,1.7,4.9,9.8
394877,492,"Morehead City, NC",Msa,NC,2022-03-31,2.6,7.7,15.3
394752,493,"Klamath Falls, OR",Msa,OR,2022-03-31,2.2,7.4,13.6
394825,494,"Marinette, WI",Msa,WI,2022-03-31,1.7,5.1,10.4
395040,495,"Roswell, NM",Msa,NM,2022-03-31,1.6,4.6,11.6
394832,496,"Marshall, TX",Msa,TX,2022-03-31,1.5,4.3,7.8
394587,497,"Farmington, MO",Msa,MO,2022-03-31,1.9,6.2,13.0
394456,498,"Charleston, IL",Msa,IL,2022-03-31,1.7,5.0,7.8
394343,499,"Athens, OH",Msa,OH,2022-03-31,1.7,4.8,9.6
394683,500,"Hobbs, NM",Msa,NM,2022-03-31,1.7,5.5,9.7
394472,501,"Clearlake, CA",Msa,CA,2022-03-31,1.6,4.2,11.3
394899,502,"Nacogdoches, TX",Msa,TX,2022-03-31,1.5,4.3,8.6
394701,503,"Hutchinson, KS",Msa,KS,2022-03-31,1.6,4.6,8.3
394586,504,"Faribault, MN",Msa,MN,2022-03-31,1.9,5.9,12.0
394562,505,"Elizabeth City, NC",Msa,NC,2022-03-31,1.5,4.4,9.7
753891,506,"Ionia, MI",Msa,MI,2022-03-31,2.1,6.7,14.6
394305,507,"Alamogordo, NM",Msa,NM,2022-03-31,1.8,4.8,10.3
395016,508,"Red Bluff, CA",Msa,CA,2022-03-31,1.8,6.3,11.1
394693,509,"Hudson, NY",Msa,NY,2022-03-31,2.8,7.6,16.7
395105,510,"Somerset, KY",Msa,KY,2022-03-31,1.8,5.1,10.6
394496,511,"Coos Bay, OR",Msa,OR,2022-03-31,2.5,7.6,16.3
395199,512,"Walla Walla, WA",Msa,WA,2022-03-31,2.0,6.0,14.0
395071,513,"Sayre, PA",Msa,PA,2022-03-31,1.8,4.6,8.8
394939,514,"Oneonta, NY",Msa,NY,2022-03-31,1.6,4.5,8.8
394605,515,"Fort Madison, IA",Msa,IA,2022-03-31,1.5,4.3,7.7
394360,516,"Baraboo, WI",Msa,WI,2022-03-31,1.3,4.9,12.9
753903,517,"Marietta, OH",Msa,OH,2022-03-31,1.6,5.1,10.6
395049,518,"Salina, KS",Msa,KS,2022-03-31,1.6,4.5,8.9
395044,519,"Rutland, VT",Msa,VT,2022-03-31,1.6,4.5,8.3
753866,520,"Big Stone Gap, VA",Msa,VA,2022-03-31,1.6,4.5,7.5
395136,521,"Sturgis, MI",Msa,MI,2022-03-31,0.9,0.8,9.8
395024,522,"Rio Grande City, TX",Msa,TX,2022-03-31,1.4,4.0,8.4
394618,523,"Fremont, OH",Msa,OH,2022-03-31,1.5,4.6,9.5
394889,524,"Mount Vernon, OH",Msa,OH,2022-03-31,1.9,6.3,13.6
394787,525,"Lewiston, ID",Msa,ID,2022-03-31,1.5,4.5,12.9
395092,526,"Shelton, WA",Msa,WA,2022-03-31,3.0,9.1,18.7
394309,527,"Albemarle, NC",Msa,NC,2022-03-31,1.7,4.9,11.9
394570,528,"Enid, OK",Msa,OK,2022-03-31,1.5,4.1,6.2
753893,529,"Jefferson, GA",Msa,GA,2022-03-31,2.9,10.4,21.5
394629,530,"Georgetown, SC",Msa,SC,2022-03-31,2.5,8.9,18.5
394759,531,"Laconia, NH",Msa,NH,2022-03-31,2.8,8.0,15.3
394365,532,"Batavia, NY",Msa,NY,2022-03-31,1.1,5.2,10.8
753910,533,"Oxford, NC",Msa,NC,2022-03-31,1.6,4.7,14.5
394490,534,"Columbus, MS",Msa,MS,2022-03-31,1.6,4.5,8.6
394923,535,"Norwalk, OH",Msa,OH,2022-03-31,1.6,4.9,8.7
394362,536,"Barre, VT",Msa,VT,2022-03-31,2.5,9.7,18.0
394750,537,"Kinston, NC",Msa,NC,2022-03-31,1.6,4.5,10.8
395131,538,"Sterling, IL",Msa,IL,2022-03-31,1.4,4.0,6.8
394956,539,"Palestine, TX",Msa,TX,2022-03-31,1.6,4.4,8.3
394540,540,"Dublin, GA",Msa,GA,2022-03-31,1.7,4.9,11.4
395189,541,"Vicksburg, MS",Msa,MS,2022-03-31,1.3,3.9,7.9
394989,542,"Point Pleasant, WV",Msa,WV,2022-03-31,1.6,4.7,9.5
395063,543,"Sanford, NC",Msa,NC,2022-03-31,1.8,5.0,12.9
394591,544,"Fergus Falls, MN",Msa,MN,2022-03-31,1.7,4.8,9.7
395157,545,"Tiffin, OH",Msa,OH,2022-03-31,2.1,6.2,12.1
394582,546,"Fairmont, WV",Msa,WV,2022-03-31,1.4,3.9,8.8
394509,547,"Crossville, TN",Msa,TN,2022-03-31,2.7,8.6,18.7
394977,548,"Picayune, MS",Msa,MS,2022-03-31,1.5,4.4,7.7
394634,549,"Gloversville, NY",Msa,NY,2022-03-31,2.5,7.5,14.8
753920,550,"Sonora, CA",Msa,CA,2022-03-31,2.1,6.4,13.4
394621,551,"Gaffney, SC",Msa,SC,2022-03-31,1.8,4.8,10.9
394444,552,"Carson City, NV",Msa,NV,2022-03-31,2.1,6.2,16.8
394432,553,"Calhoun, GA",Msa,GA,2022-03-31,1.9,5.3,12.2
394861,554,"Milledgeville, GA",Msa,GA,2022-03-31,1.6,4.6,10.6
395216,555,"Waycross, GA",Msa,GA,2022-03-31,1.7,5.0,12.1
394933,556,"Oil City, PA",Msa,PA,2022-03-31,1.9,5.4,11.0
394721,557,"Jasper, IN",Msa,IN,2022-03-31,1.7,4.7,11.1
394878,558,"Morgan City, LA",Msa,LA,2022-03-31,1.4,4.1,5.2
394551,559,"Eagle Pass, TX",Msa,TX,2022-03-31,1.7,4.7,8.7
394940,560,"Ontario, OR",Msa,OR,2022-03-31,1.9,5.6,15.9
394443,561,"Carlsbad, NM",Msa,NM,2022-03-31,,,4.4
394967,562,"Payson, AZ",Msa,AZ,2022-03-31,2.3,7.0,19.7
394844,563,"McComb, MS",Msa,MS,2022-03-31,1.5,4.4,8.0
395029,564,"Rochelle, IL",Msa,IL,2022-03-31,1.5,4.2,7.9
395073,565,"Scottsboro, AL",Msa,AL,2022-03-31,1.8,4.9,9.9
394517,566,"Danville, KY",Msa,KY,2022-03-31,1.7,4.8,9.4
394339,567,"Ashland, OH",Msa,OH,2022-03-31,1.7,5.2,10.6
394903,568,"Natchez, MS",Msa,MS,2022-03-31,1.2,5.0,7.5
394652,569,"Greenville, OH",Msa,OH,2022-03-31,1.4,4.6,8.8
394625,570,"Galesburg, IL",Msa,IL,2022-03-31,1.6,4.6,8.0
395204,571,"Warrensburg, MO",Msa,MO,2022-03-31,1.8,5.1,12.8
394737,572,"Kearney, NE",Msa,NE,2022-03-31,1.8,5.0,10.8
394608,573,"Fort Polk South, LA",Msa,LA,2022-03-31,1.4,3.9,6.1
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-03-31,1.5,4.0,6.4
394632,575,"Glasgow, KY",Msa,KY,2022-03-31,1.8,5.2,10.4
394344,576,"Athens, TN",Msa,TN,2022-03-31,1.5,4.0,9.6
394556,577,"Edwards, CO",Msa,CO,2022-03-31,1.4,3.9,11.0
394592,578,"Fernley, NV",Msa,NV,2022-03-31,2.2,6.0,15.3
394838,579,"Mason City, IA",Msa,IA,2022-03-31,1.5,4.3,8.5
394819,580,"Malone, NY",Msa,NY,2022-03-31,1.6,4.7,9.1
395234,581,"Winona, MN",Msa,MN,2022-03-31,1.6,4.5,9.5
394547,582,"Durango, CO",Msa,CO,2022-03-31,2.6,8.2,16.6
394985,583,"Platteville, WI",Msa,WI,2022-03-31,1.7,5.1,10.2
394650,584,"Greenville, MS",Msa,MS,2022-03-31,,,-7.6
394402,585,"Boone, NC",Msa,NC,2022-03-31,3.5,10.6,20.6
394363,586,"Bartlesville, OK",Msa,OK,2022-03-31,1.8,5.0,10.7
394717,587,"Jacksonville, TX",Msa,TX,2022-03-31,1.6,4.5,9.8
394566,588,"Elko, NV",Msa,NV,2022-03-31,1.3,3.5,8.2
395020,589,"Rexburg, ID",Msa,ID,2022-03-31,2.2,5.8,15.0
395122,590,"St. Marys, GA",Msa,GA,2022-03-31,1.9,5.4,11.9
753911,591,"Ozark, AL",Msa,AL,2022-03-31,1.5,4.2,9.4
394326,592,"Amsterdam, NY",Msa,NY,2022-03-31,1.6,4.6,9.5
