RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-04-30,2022-06-30,2023-03-31
395182,291,"Valdosta, GA",Msa,GA,2022-03-31,1.7,5.5,13.3
394480,292,"Coeur d'Alene, ID",Msa,ID,2022-03-31,0.9,5.2,19.9
395117,293,"Springfield, OH",Msa,OH,2022-03-31,0.8,3.7,11.9
395119,294,"St. George, UT",Msa,UT,2022-03-31,1.1,5.9,20.7
395079,295,"Vero Beach, FL",Msa,FL,2022-03-31,2.9,8.9,23.3
394930,296,"Odessa, TX",Msa,TX,2022-03-31,0.6,3.1,6.0
394900,297,"Napa, CA",Msa,CA,2022-03-31,2.3,6.1,14.3
395170,298,"Tupelo, MS",Msa,MS,2022-03-31,1.3,3.8,9.5
394368,299,"Battle Creek, MI",Msa,MI,2022-03-31,1.6,4.9,13.9
394719,300,"Jamestown, NY",Msa,NY,2022-03-31,1.6,5.5,14.7
394577,301,"Eureka, CA",Msa,CA,2022-03-31,0.9,4.6,14.4
395013,302,"Rapid City, SD",Msa,SD,2022-03-31,2.1,5.4,14.4
394595,303,"Flagstaff, AZ",Msa,AZ,2022-03-31,2.8,9.1,22.6
394810,304,"Lumberton, NC",Msa,NC,2022-03-31,1.2,3.8,11.8
395215,305,"Wausau, WI",Msa,WI,2022-03-31,1.3,4.8,13.1
394756,306,"La Crosse, WI",Msa,WI,2022-03-31,1.0,4.3,12.2
394783,307,"Lebanon, PA",Msa,PA,2022-03-31,1.4,4.5,12.5
394703,308,"Idaho Falls, ID",Msa,ID,2022-03-31,1.5,5.3,19.3
395098,309,"Sierra Vista, AZ",Msa,AZ,2022-03-31,1.6,4.7,13.6
394983,310,"Pittsfield, MA",Msa,MA,2022-03-31,1.8,5.5,14.4
394780,311,"Lawton, OK",Msa,OK,2022-03-31,1.6,4.8,11.3
394588,312,"Farmington, NM",Msa,NM,2022-03-31,1.8,5.6,15.7
394712,313,"Jackson, TN",Msa,TN,2022-03-31,1.4,4.8,15.5
394879,314,"Morgantown, WV",Msa,WV,2022-03-31,0.8,3.1,8.8
394633,315,"Glens Falls, NY",Msa,NY,2022-03-31,1.6,5.1,12.6
395232,316,"Winchester, VA",Msa,VA,2022-03-31,0.9,4.2,12.2
395120,317,"St. Joseph, MO",Msa,MO,2022-03-31,1.3,4.3,10.8
394321,318,"Altoona, PA",Msa,PA,2022-03-31,0.9,3.6,10.5
394905,319,"New Bern, NC",Msa,NC,2022-03-31,1.7,5.1,13.4
394442,320,"Carbondale, IL",Msa,IL,2022-03-31,0.9,3.2,8.5
394802,321,"London, KY",Msa,KY,2022-03-31,1.0,3.5,9.7
394800,322,"Logan, ID",Msa,UT,2022-03-31,2.4,7.6,21.4
394668,323,"Harrisonburg, VA",Msa,VA,2022-03-31,0.8,3.4,10.1
394374,324,"Beckley, WV",Msa,WV,2022-03-31,1.2,3.6,8.1
394824,325,"Mansfield, OH",Msa,OH,2022-03-31,1.4,4.7,14.1
395217,326,"Weirton, OH",Msa,OH,2022-03-31,0.8,3.4,9.4
394635,327,"Goldsboro, NC",Msa,NC,2022-03-31,2.2,6.3,14.9
394353,328,"Augusta, ME",Msa,ME,2022-03-31,2.5,9.5,23.4
394661,329,"Hammond, LA",Msa,LA,2022-03-31,1.3,4.4,8.9
394728,330,"Jonesboro, AR",Msa,AR,2022-03-31,1.6,4.5,12.5
